Sample,Organ,Histo,Bulk_phenotype,Site,Original_ID,Project_ID
PD53943j_lo0039,Arm,Skeletal muscle,Arm,Left,arm left,3137
PD53943j_lo0037,Arm,Skeletal muscle,Arm,Left,arm left,3137
PD53943j_lo0004,Left_arm,Skeletal muscle,Arm,Left,arm left,2855
PD53943m_lo0035,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0005,Right_arm,Skeletal muscle,Arm,Right,arm right,2855
PD53943m_lo0034,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0039,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0036,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0037,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0038,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0006,Right_arm,Skeletal muscle,Arm,Right,arm right,2855
PD53943ao_lo0008,SKIN PD53943ao_B1-C2-S2-3,Epidermis,Skin,Lower back left,skin lower back left,3152
PD53943ao_lo0003,Skin_back_left,Epidermis,Skin,Lower back left,skin lower back left,2855
PD53943ao_lo0009,SKIN PD53943ao_B1-C2-S2-3,Epidermis,Skin,Lower back left,skin lower back left,3152
PD53943ap_lo0002,Skin_brain_left,Epidermis,Skin,Head left,skin brain left,2855
PD53943ap_lo0007,SKIN PD53943ap_B1-C2-S2-3,Epidermis,Skin,Head left,skin brain left,3152
PD53943ap_lo0004,Skin_brain_left,Epidermis,Skin,Head left,skin brain left,2855
PD53943ap_lo0003,Skin_brain_left,Epidermis,Skin,Head left,skin brain left,2855
PD53943aq_lo0006,SKIN PD53943aq_B1-C2-S2-3,Epidermis,Skin,Lower back right,skin lower back right,3152
PD53943at_lo0002,Skin_ribcage_left,Epidermis,Skin,Bottom left ribcage,bottom of ribcage left,2855
PD53943at_lo0001,Skin_ribcage_left,Epidermis,Skin,Bottom left ribcage,bottom of ribcage left,2855
PD53943g_lo0028,Bone,Skeletal muscle,Ribcage,Front right,ribcage front right,3137
PD53943g_lo0038,Bone,Skeletal muscle,Ribcage,Front right,ribcage front right,3186
PD53943g_lo0035,Bone,Cartilage,Ribcage,Front right,ribcage front right,3186
PD53943m_lo0040,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0042,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943m_lo0041,Arm,Skeletal muscle,Arm,Right,arm right,3137
PD53943j_lo0044,Arm,Epidermis,Arm,Left,arm left,3137
PD53943j_lo0007,Left_arm,Epidermis,Arm,Left,arm left,2855
PD53943j_lo0010,Left_arm,Epidermis,Arm,Left,arm left,2855
PD53943m_lo0052,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0011,Right_arm,Epidermis,Arm,Right,arm right,2855
PD53943m_lo0048,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0050,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0009,Right_arm,Epidermis,Arm,Right,arm right,2855
PD53943m_lo0053,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0054,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0055,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0056,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0004,Right_arm,Epidermis,Arm,Right,arm right,2855
PD53943m_lo0046,Arm,Epidermis,Arm,Right,arm right,3137
PD53943m_lo0013,Right_arm,Epidermis,Arm,Right,arm right,2855
PD53943m_lo0047,Arm,Epidermis,Arm,Right,arm right,3137
PD53943j_lo0012,Left_arm,Cartilage,Arm,Left,arm left,2855
PD53943j_lo0013,Left_arm,Cartilage,Arm,Left,arm left,2855
PD53943j_lo0011,Left_arm,Cartilage,Arm,Left,arm left,2855
PD53943j_lo0055,Arm,Cartilage,Arm,Left,arm left,3137
PD53943j_lo0047,Arm,Cartilage,Arm,Left,arm left,3137
PD53943m_lo0021,Arm,Cartilage,Arm,Right,arm right,3186
PD53943m_lo0025,Arm,Cartilage,Arm,Right,arm right,3137
PD53943m_lo0031,Arm,Cartilage,Arm,Right,arm right,3137
PD53943m_lo0032,Arm,Cartilage,Arm,Right,arm right,3137
PD53943m_lo0026,Arm,Cartilage,Arm,Right,arm right,3137
PD53943m_lo0028,Arm,Cartilage,Arm,Right,arm right,3137
PD53943n_lo0004,Right_adrenal,Foetal zone,Adrenal,Right,adrenal right,2855
PD53943n_lo0007,Right_adrenal,Foetal zone,Adrenal,Right,adrenal right,2855
PD53943n_lo0009,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0010,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943o_lo0180,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0146,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0151,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0166,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0179,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0044,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0145,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0152,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0153,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0091,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0045,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0142,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0095,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0147,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0093,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0150,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0041,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0060,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0061,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0167,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0168,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0169,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0140,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0171,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0094,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0328,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0038,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0040,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0163,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0130,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0132,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0136,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0137,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0138,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0139,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0184,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0185,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0186,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0329,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0188,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0189,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0190,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0191,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0192,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0193,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0194,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0195,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0196,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0197,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0198,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0200,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0187,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0202,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0203,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0204,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0162,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0210,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0211,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0212,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0214,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0215,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0216,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0217,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0172,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0201,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0175,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0176,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0177,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0178,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0082,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0007,Left_kidney,Glomerulus,Kidney,Left,kidney left,2855
PD53943o_lo0009,Left_kidney,Blastema,Kidney,Left,kidney left,2855
PD53943o_lo0181,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0182,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0183,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0276,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0278,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0279,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0281,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0282,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0283,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0284,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0285,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0286,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0287,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0288,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0289,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0290,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0291,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0292,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0293,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0294,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0295,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0296,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0297,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0298,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0299,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0300,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0302,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0303,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0304,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0305,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0307,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0308,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0173,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0174,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0079,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0080,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0081,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0128,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0129,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0317,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0319,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0320,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0321,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0322,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0323,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0324,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0326,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0143,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0037,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0238,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0239,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0240,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0241,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0242,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0047,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0048,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0154,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0155,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0156,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0157,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0158,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0159,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0160,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0161,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0058,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0206,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0256,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0064,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0065,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0066,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3186
PD53943o_lo0170,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0074,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0075,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0077,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0078,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0222,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0224,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0225,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0227,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0083,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0084,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0010,Left_kidney,Blastema,Kidney,Left,kidney left,2855
PD53943o_lo0011,Left_kidney,Primitive tubule,Kidney,Left,kidney left,2855
PD53943o_lo0013,Left_kidney,Primitive tubule,Kidney,Left,kidney left,2855
PD53943o_lo0017,Left_kidney,Glomerulus,Kidney,Left,kidney left,2855
PD53943o_lo0019,Left_kidney,Glomerulus,Kidney,Left,kidney left,2855
PD53943o_lo0020,Left_kidney,Blastema,Kidney,Left,kidney left,2855
PD53943o_lo0236,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0237,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0252,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0096,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0097,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0098,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0099,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0243,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0245,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0246,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0247,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0248,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0249,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0250,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0251,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0125,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0253,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0254,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0114,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0115,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0258,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0259,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0260,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0261,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0262,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0218,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0220,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0221,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0327,KIDNEY PD53943o B1-C2-S4-5,Blastema,Kidney,Left,kidney left,3186
PD53943o_lo0126,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0127,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0315,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0229,KIDNEY PD53943o B1-C2-S2-3,Urothelium,Kidney,Left,kidney left,3137
PD53943o_lo0231,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0232,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0233,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0275,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0089,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0090,KIDNEY PD53943o B1-C2-S2-3,Blastema,Kidney,Left,kidney left,3137
PD53943o_lo0234,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0235,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0109,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0110,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0111,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0112,KIDNEY PD53943o B1-C2-S2-3,Glomerulus,Kidney,Left,kidney left,3137
PD53943o_lo0268,KIDNEY PD53943o B1-C2-S4-5,Glomerulus,Kidney,Left,kidney left,3186
PD53943o_lo0316,KIDNEY PD53943o B1-C2-S4-5,Primitive tubule,Kidney,Left,kidney left,3186
PD53943o_lo0101,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0102,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
PD53943o_lo0104,KIDNEY PD53943o B1-C2-S2-3,Primitive tubule,Kidney,Left,kidney left,3137
